Deck	Title	Code	FrontImage	BackImage	Type	ScenarioDeck	CardSize	Quantity
Republic Bases	Ilum	cw_rb5	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb5.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Republic Bases	Kamino	cw_rb6	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb6.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Republic Bases	Kashyyk	cw_rb7	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb7.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Republic Bases	Naboo	cw_rb8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Republic Bases	Rodia	cw_rb9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Republic Bases	Ryloth	cw_rb10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rb10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Republic Bases	standard	
Separatist Bases	Xorrn	cw_sb1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Cato Neimoidia	cw_sb2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Serenno	cw_sb3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Onderon	cw_sb4	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb4.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Mygeeto	cw_sb5	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb5.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Mustafar - Black Sun Fortress	cw_sb6	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb6.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Lola Sayu	cw_sb7	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb7.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Geonosis	cw_sb8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Felucia	cw_sb9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Separatist Bases	Dac	cw_sb10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_sb10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Separatist Bases	standard	
Always Available	Outer Rim Pilot	cw_orp1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_orp1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row	Always Available Clone Wars	standard	10
Galaxy Row	AAT	cw_g1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Admiral Trench	cw_g2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Asajj Ventress	cw_g3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Count Dooku	cw_g4	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g4.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	General Grievous	cw_g5	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g5.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Nute Gunray	cw_g6	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g6.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Wat Tambor	cw_g7	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g7.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		1
Galaxy Row	Droideka	cw_g8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		2
Galaxy Row	Magnaguard	cw_g9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		2
Galaxy Row	MTT	cw_g10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		2
Galaxy Row	Stap	cw_g11	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g11.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		2
Galaxy Row	Tri-fighter	cw_g12	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g12.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		2
Galaxy Row	B2 Battle Droid	cw_g13	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g13.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		3
Galaxy Row	Vulture Droid	cw_g14	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g14.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_separatist	Galaxy Row Separatist		3
Galaxy Row	Aayla Secura	cw_g15	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g15.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Ashoka Tano	cw_g16	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g16.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Anakin Skywalker	cw_g17	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g17.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	AT-TE	cw_g18	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g18.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Captain Rex	cw_g19	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g19.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Clone Commander Cody	cw_g20	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g20.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Mace Windu	cw_g21	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g21.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Obi-wan Kenobi	cw_g22	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g22.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	Padmè Amidala	cw_g23	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g23.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	1
Galaxy Row	ARC-170	cw_g24	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g24.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	AT-RT	cw_g25	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g25.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	Barc Trooper	cw_g26	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g26.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	Delta-7B	cw_g27	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g27.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	LAAT Gunship	cw_g28	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g28.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	V-19 Torrent	cw_g29	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g29.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	2
Galaxy Row	Arc Trooper	cw_g30	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g30.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_republic	Galaxy Row Republic	standard	3
Galaxy Row	Aurra Sing	cw_g31	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g31.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Cad Bane	cw_g32	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g32.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Embo	cw_g33	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g33.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Fett's Firespray	cw_g34	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g34.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Hondo Ohnaka	cw_g35	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g35.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Jango Fett	cw_g36	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g36.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Jar Jar Binks	cw_g37	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g37.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Latts Razzi	cw_g38	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g38.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Zam Wesell	cw_g39	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g39.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	1
Galaxy Row	Assassain Droid	cw_g40	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g40.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Gauntlet Starfighter	cw_g41	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g41.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Hutt Fighter	cw_g42	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g42.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Protocol Droid	cw_g43	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g43.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Super Commando	cw_g44	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g44.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Underworld Contact	cw_g45	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g45.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Weequay Pirate	cw_g46	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_g46.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral_clone_wars	Galaxy Row Neutral Clone Wars	standard	2
Galaxy Row	Munificent-class Frigate	cw_scs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Separatist	standard	2
Galaxy Row	Separatist Dreadnought	cw_scs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Separatist	standard	2
Galaxy Row	Droid Control Ship	cw_scs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_scs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Separatist	standard	3
Galaxy Row	Consular-class Cruiser	cw_rcs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Republic	standard	2
Galaxy Row	Acclamator-class Ship	cw_rcs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Republic	standard	2
Galaxy Row	Venator-class Destroyer	cw_rcs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_rcs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Republic	standard	2
Galaxy Row	Aurore-class Freighter	cw_ncs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral Clone Wars	standard	2
Galaxy Row	Dreadnought-class Cruiser	cw_ncs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral Clone Wars	standard	2
Galaxy Row	Space Yacht	cw_ncs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/clone_wars/cw_ncs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral Clone Wars	standard	3
Miscellaneous	Quick Reference	quick_reference_1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/quick_reference_1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/quick_reference_2.png	misc	Miscellaneous	standard	2
Force Tracker	Force Tracker	force_tracker	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/force_tracker.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/force_tracker.png	force_tracker	Force Tracker	doublestandardvertical	
