Deck	Title	Code	FrontImage	BackImage	Type	ScenarioDeck	CardSize	Quantity
Rebel Bases	Tatooine	rb8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rb8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Rebel Bases	standard	
Rebel Bases	Sullust	rb9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rb9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Rebel Bases	standard	
Rebel Bases	Yavin 4	rb10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rb10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/rebel_base_back.png	base	Rebel Bases	standard	
Empire Bases	Lothal	eb1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Corellia	eb2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Kessel	eb3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Kafrene	eb4	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb4.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Mustafar	eb5	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb5.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Ord Mantell	eb6	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb6.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Coruscant	eb7	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb7.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Death Star	eb8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Endor	eb9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Empire Bases	Rodia	eb10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/eb10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/empire_base_back.png	base	Empire Bases	standard	
Always Available	Outer Rim Pilot	orp1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/orp1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row	Always Available	standard	10
Galaxy Row	Y-Wing	g1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	Baze Malbus	g2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Snowspeeder	g3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	Duros Spy	g4	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g4.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	Chirrut Imwe	g5	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g5.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Rebel Commando	g6	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g6.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	X-Wing	g7	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g7.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	3
Galaxy Row	Chewbacca	g8	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g8.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Jyn Erso	g9	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g9.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	U-Wing	g10	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g10.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	Han Solo	g11	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g11.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Cassian Andor	g12	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g12.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	B-Wing	g13	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g13.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	2
Galaxy Row	Princess Leia	g14	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g14.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Millenium Falcon	g15	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g15.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Luke Skywalker	g16	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g16.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_rebel	Galaxy Row Rebel	standard	1
Galaxy Row	Tie Fighter	g17	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g17.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		3
Galaxy Row	Admiral Piett	g18	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g18.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	Tie Bomber	g19	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g19.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Scout Trooper	g20	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g20.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Death Trooper	g21	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g21.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Tie Interceptor	g22	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g22.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Moff Jerjerrod	g23	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g23.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	General Veers	g24	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g24.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	AT-ST	g25	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g25.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Landing Craft	g26	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g26.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		2
Galaxy Row	Director Krennic	g27	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g27.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	Boba Fett	g28	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g28.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	AT-AT	g29	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g29.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	Grand Moff Tarkin	g30	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g30.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	Darth Vader	g31	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g31.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_empire	Galaxy Row Empire		1
Galaxy Row	Z-95 Headhunter	g32	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g32.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Jawa Scavenger	g33	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g33.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Kel Dor Mystic	g34	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g34.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Rodian Gunslinger	g35	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g35.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Lobot	g36	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g36.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Bossk	g37	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g37.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Fang Fighter	g38	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g38.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Twi'lek Smuggler	g39	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g39.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	Dengar	g40	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g40.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Quarren Mercenary	g41	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g41.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	HWK-290	g42	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g42.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	2
Galaxy Row	IG-88	g43	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g43.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Lando Calrissian	g44	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g44.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Jabba's Sail Barge	g45	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g45.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Jabba the Hutt	g46	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/g46.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back.png	galaxy_row_neutral	Galaxy Row Neutral	standard	1
Galaxy Row	Gozanti Cruiser	ecs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ecs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Empire	standard	3
Galaxy Row	Imperial Carrier	ecs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ecs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Empire	standard	2
Galaxy Row	Star Destroyer	ecs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ecs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Empire	standard	2
Galaxy Row	Rebel Transport	rcs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rcs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Rebel	standard	2
Galaxy Row	Hammerhead Corvette	rcs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rcs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Rebel	standard	2
Galaxy Row	Mon Calamari Cruiser	rcs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/rcs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Rebel	standard	2
Galaxy Row	C-ROC Cruiser	ncs1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ncs1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral	standard	2
Galaxy Row	Blockade Runner	ncs2	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ncs2.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral	standard	3
Galaxy Row	Nebulon-B Frigate	ncs3	https://dragncards-swdb.s3.us-east-1.amazonaws.com/cards/core_set/ncs3.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/card_back_rotated.png	capital_ship	Capital Ships Neutral	standard	2
Miscellaneous	Quick Reference	quick_reference_1	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/quick_reference_1.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/quick_reference_2.png	misc	Miscellaneous	standard	2
Force Tracker	Force Tracker	force_tracker	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/force_tracker.png	https://dragncards-swdb.s3.us-east-1.amazonaws.com/card_backs/force_tracker.png	force_tracker	Force Tracker	doublestandardvertical	
